jobset,unit_id,coder_id,status,variable,value,time_question,time_answer
All,878,119,DONE,relevant-3,Yes,2023-11-24T11:50:49.743Z,2023-11-24T11:50:52.289Z
All,10001,119,DONE,relevant-1,Yes,2023-11-24T11:50:53.082Z,2023-11-24T11:52:29.087Z
All,10001,119,DONE,relevant-2,Methodological paper,2023-11-24T11:52:29.530Z,2023-11-24T11:52:30.905Z
All,10001,119,DONE,relevant-3,Yes,2023-11-24T11:52:31.130Z,2023-11-24T11:52:32.157Z
All,8694,119,DONE,relevant-1,Yes,2023-11-24T11:52:32.874Z,2023-11-24T11:54:24.921Z
All,8694,119,DONE,relevant-2,Methodological paper,2023-11-24T11:54:25.380Z,2023-11-24T11:54:26.421Z
All,8694,119,DONE,relevant-3,Yes,2023-11-24T11:54:26.745Z,2023-11-24T11:54:27.821Z
All,6029,119,DONE,relevant-1,Yes,2023-11-24T11:54:28.528Z,2023-11-24T11:55:29.504Z
All,6029,119,DONE,relevant-2,Methodological paper,2023-11-24T11:55:29.938Z,2023-11-24T11:55:30.888Z
All,6029,119,DONE,relevant-3,Yes,2023-11-24T11:55:31.123Z,2023-11-24T11:55:31.988Z
All,6633,119,DONE,relevant-1,Yes,2023-11-24T11:55:32.700Z,2023-11-24T13:23:33.102Z
All,6633,119,DONE,relevant-2,Methodological paper,2023-11-24T13:23:33.920Z,2023-11-24T13:23:35.183Z
All,6633,119,DONE,relevant-3,Yes,2023-11-24T13:23:35.398Z,2023-11-24T13:23:36.266Z
All,15018,119,DONE,relevant-1,Yes,2023-11-24T13:23:36.956Z,2023-11-24T13:25:12.137Z
All,15018,119,DONE,relevant-2,Overview,2023-11-24T13:25:12.554Z,2023-11-24T13:25:14.804Z
All,15018,119,DONE,relevant-3,IRRELEVANT,,
All,5076,119,DONE,relevant-1,Yes,2023-11-24T13:25:15.497Z,2023-11-24T13:26:41.722Z
All,5076,119,DONE,relevant-2,Methodological paper,2023-11-24T13:26:42.137Z,2023-11-24T13:26:43.421Z
All,5076,119,DONE,relevant-3,Yes,2023-11-24T13:26:43.644Z,2023-11-24T13:26:50.454Z
All,13358,119,DONE,relevant-1,Yes,2023-11-24T13:26:51.161Z,2023-11-24T13:30:30.256Z
All,13358,119,DONE,relevant-2,something else,2023-11-24T13:30:30.672Z,2023-11-24T13:32:25.656Z
All,13358,119,DONE,relevant-3,IRRELEVANT,,
All,2901,119,DONE,relevant-1,Yes,2023-11-24T13:32:26.512Z,2023-11-24T13:33:42.175Z
All,2901,119,DONE,relevant-2,Methodological paper,2023-11-24T13:33:42.585Z,2023-11-24T13:33:43.992Z
All,2901,119,DONE,relevant-3,Yes,2023-11-24T13:33:44.207Z,2023-11-24T13:41:03.997Z
All,7674,119,DONE,relevant-1,Yes,2023-11-24T13:41:05.105Z,2023-11-24T13:42:24.531Z
All,7674,119,DONE,relevant-2,Methodological paper,2023-11-24T13:42:24.961Z,2023-11-24T13:42:26.581Z
All,7674,119,DONE,relevant-3,Yes,2023-11-24T13:42:26.823Z,2023-11-24T13:42:28.114Z
All,12679,119,DONE,relevant-1,Yes,2023-11-24T13:42:28.775Z,2023-11-24T13:43:53.048Z
All,12679,119,DONE,relevant-2,Methodological paper,2023-11-24T13:43:53.451Z,2023-11-24T13:43:54.232Z
All,12679,119,DONE,relevant-3,Yes,2023-11-24T13:43:54.437Z,2023-11-24T13:43:57.650Z
All,4655,119,DONE,relevant-1,Yes,2023-11-24T13:43:58.318Z,2023-11-24T13:45:38.866Z
All,4655,119,DONE,relevant-2,Empirical study,2023-11-24T13:45:39.280Z,2023-11-24T13:45:41.783Z
All,4655,119,DONE,relevant-3,Yes,2023-11-24T13:45:41.998Z,2023-11-24T13:45:55.150Z
All,11372,119,DONE,relevant-1,Yes,2023-11-24T13:45:56.007Z,2023-11-24T13:48:17.601Z
All,11372,119,DONE,relevant-2,Overview,2023-11-24T13:48:18.018Z,2023-11-24T13:48:20.784Z
All,11372,119,DONE,relevant-3,IRRELEVANT,,
All,2160,119,DONE,relevant-1,Yes,2023-11-24T13:48:21.456Z,2023-11-24T13:49:44.769Z
All,2160,119,DONE,relevant-2,Methodological paper,2023-11-24T13:49:45.174Z,2023-11-24T13:49:45.985Z
All,2160,119,DONE,relevant-3,Yes,2023-11-24T13:49:46.192Z,2023-11-24T13:49:47.235Z
All,3479,119,DONE,relevant-1,Yes,2023-11-24T13:49:47.896Z,2023-11-24T13:52:04.555Z
All,3479,119,DONE,relevant-2,something else,2023-11-24T13:52:04.967Z,2023-11-24T13:55:05.199Z
All,3479,119,DONE,relevant-3,IRRELEVANT,,
All,1949,119,DONE,relevant-1,Yes,2023-11-24T13:55:05.880Z,2023-11-24T14:00:48.216Z
All,1949,119,DONE,relevant-2,Methodological paper,2023-11-24T14:00:48.638Z,2023-11-24T14:00:49.582Z
All,1949,119,DONE,relevant-3,Yes,2023-11-24T14:00:49.796Z,2023-11-24T14:00:55.999Z
All,2581,119,DONE,relevant-1,Yes,2023-11-24T14:00:56.662Z,2023-11-24T14:17:35.657Z
All,2581,119,DONE,relevant-2,Methodological paper,2023-11-24T14:17:36.502Z,2023-11-24T14:17:37.408Z
All,2581,119,DONE,relevant-3,Yes,2023-11-24T14:17:37.652Z,2023-11-24T14:17:38.875Z
All,1531,119,DONE,relevant-1,Yes,2023-11-24T14:17:39.544Z,2023-11-24T14:43:21.284Z
All,1531,119,DONE,relevant-2,Methodological paper,2023-11-24T14:43:22.205Z,2023-11-24T14:43:23.117Z
All,1531,119,DONE,relevant-3,Yes,2023-11-24T14:43:23.335Z,2023-11-24T14:43:24.551Z
All,15584,119,DONE,relevant-1,Yes,2023-11-24T14:43:25.225Z,2023-11-24T14:45:27.068Z
All,15584,119,DONE,relevant-2,Empirical study,2023-11-24T14:45:27.498Z,2023-11-24T14:45:32.518Z
All,15584,119,DONE,relevant-3,Yes,2023-11-24T14:45:32.747Z,2023-11-24T14:45:36.522Z
All,7931,119,DONE,relevant-1,Yes,2023-11-24T14:45:37.209Z,2023-11-24T14:46:44.217Z
All,7931,119,DONE,relevant-2,Overview,2023-11-24T14:46:44.631Z,2023-11-24T14:46:47.119Z
All,7931,119,DONE,relevant-3,IRRELEVANT,,
All,15205,119,DONE,relevant-1,Yes,2023-11-24T14:46:47.808Z,2023-11-24T14:47:40.585Z
All,15205,119,DONE,relevant-2,Methodological paper,2023-11-24T14:47:41.003Z,2023-11-24T14:47:42.169Z
All,15205,119,DONE,relevant-3,Yes,2023-11-24T14:47:42.407Z,2023-11-24T14:47:44.786Z
All,4638,119,DONE,relevant-1,Yes,2023-11-24T14:47:45.460Z,2023-11-24T14:50:03.337Z
All,4638,119,DONE,relevant-2,Methodological paper,2023-11-24T14:50:03.753Z,2023-11-24T14:50:07.703Z
All,4638,119,DONE,relevant-3,Yes,2023-11-24T14:50:07.919Z,2023-11-24T14:50:23.603Z
All,6626,119,DONE,relevant-1,Yes,2023-11-24T15:02:16.732Z,2023-11-24T15:05:45.664Z
All,6626,119,DONE,relevant-2,Methodological paper,2023-11-24T15:05:46.092Z,2023-11-24T15:05:47.763Z
All,6626,119,DONE,relevant-3,Yes,2023-11-24T15:05:47.968Z,2023-11-24T15:05:49.297Z
All,4349,119,DONE,relevant-1,Yes,2023-11-24T15:05:49.985Z,2023-11-24T15:07:38.864Z
All,4349,119,DONE,relevant-2,Methodological paper,2023-11-24T15:07:39.300Z,2023-11-24T15:07:41.514Z
All,4349,119,DONE,relevant-3,Yes,2023-11-24T15:07:41.743Z,2023-11-24T15:07:43.531Z
All,1222,119,DONE,relevant-1,Yes,2023-11-24T15:07:44.204Z,2023-11-24T15:09:48.031Z
All,1222,119,DONE,relevant-2,Methodological paper,2023-11-24T15:09:48.437Z,2023-11-24T15:09:49.164Z
All,1222,119,DONE,relevant-3,Yes,2023-11-24T15:09:49.385Z,2023-11-24T15:09:51.048Z
All,12735,119,DONE,relevant-1,Yes,2023-11-24T15:09:51.722Z,2023-11-24T15:25:38.759Z
All,12735,119,DONE,relevant-2,Methodological paper,2023-11-24T15:25:39.589Z,2023-11-24T15:26:14.887Z
All,12735,119,DONE,relevant-3,Yes,2023-11-24T15:26:15.114Z,2023-11-24T15:26:18.638Z
All,12321,119,DONE,relevant-1,Yes,2023-11-24T15:26:19.323Z,2023-11-24T15:28:57.953Z
All,12321,119,DONE,relevant-2,Methodological paper,2023-11-24T15:28:58.375Z,2023-11-24T15:28:59.885Z
All,12321,119,DONE,relevant-3,Yes,2023-11-24T15:29:00.127Z,2023-11-24T15:29:01.303Z
All,12821,119,DONE,relevant-1,Yes,2023-11-24T15:29:01.973Z,2023-11-24T15:35:00.204Z
All,12821,119,DONE,relevant-2,Methodological paper,2023-11-24T15:35:00.941Z,2023-11-24T15:35:02.137Z
All,12821,119,DONE,relevant-3,Yes,2023-11-24T15:35:02.355Z,2023-11-24T15:35:03.454Z
All,2859,119,DONE,relevant-1,Yes,2023-11-24T15:35:04.132Z,2023-11-24T15:38:52.121Z
All,2859,119,DONE,relevant-2,Methodological paper,2023-11-24T15:38:52.554Z,2023-11-24T15:38:53.790Z
All,2859,119,DONE,relevant-3,Yes,2023-11-24T15:38:54.013Z,2023-11-24T15:38:55.404Z
All,5416,119,DONE,relevant-1,Yes,2023-11-24T15:38:56.062Z,2023-11-24T15:40:08.005Z
All,5416,119,DONE,relevant-2,Methodological paper,2023-11-24T15:40:08.431Z,2023-11-24T15:40:09.355Z
All,5416,119,DONE,relevant-3,Yes,2023-11-24T15:40:09.567Z,2023-11-24T15:40:11.188Z
All,12679,128,DONE,relevant-1,Yes,2023-11-25T09:42:18.943Z,2023-11-25T09:44:36.119Z
All,12679,128,DONE,relevant-2,Empirical study,2023-11-25T09:44:36.518Z,2023-11-25T09:44:37.691Z
All,12679,128,DONE,relevant-3,Yes,2023-11-25T09:44:37.932Z,2023-11-25T09:44:41.748Z
All,4655,128,DONE,relevant-1,Yes,2023-11-25T09:44:42.416Z,2023-11-25T10:15:34.056Z
All,4655,128,DONE,relevant-2,Empirical study,2023-11-25T10:15:34.659Z,2023-11-25T10:15:55.568Z
All,4655,128,DONE,relevant-3,Yes,2023-11-25T10:15:55.805Z,2023-11-25T10:15:57.061Z
All,11372,128,DONE,relevant-1,Yes,2023-11-25T10:15:57.832Z,2023-11-25T10:18:12.972Z
All,11372,128,DONE,relevant-2,Overview,2023-11-25T10:18:13.405Z,2023-11-25T10:18:14.428Z
All,11372,128,DONE,relevant-3,IRRELEVANT,,
All,2160,128,DONE,relevant-1,Yes,2023-11-25T10:18:15.114Z,2023-11-25T10:21:28.565Z
All,2160,128,DONE,relevant-2,Empirical study,2023-11-25T10:21:28.984Z,2023-11-25T10:21:32.052Z
All,2160,128,DONE,relevant-3,Yes,2023-11-25T10:21:32.266Z,2023-11-25T10:23:27.848Z
All,3479,128,DONE,relevant-1,Yes,2023-11-25T10:23:28.507Z,2023-11-25T10:29:53.120Z
All,3479,128,DONE,relevant-2,Empirical study,2023-11-25T10:29:53.543Z,2023-11-25T10:29:54.872Z
All,3479,128,DONE,relevant-3,No (or unclear),2023-11-25T10:29:55.151Z,2023-11-25T10:30:07.706Z
All,1949,128,DONE,relevant-1,No (or unclear),2023-11-25T10:30:08.520Z,2023-11-25T10:32:45.054Z
All,1949,128,DONE,relevant-2,IRRELEVANT,,
All,1949,128,DONE,relevant-3,IRRELEVANT,,
All,2581,128,DONE,relevant-1,No (or unclear),2023-11-25T10:32:45.969Z,2023-11-25T10:38:09.227Z
All,2581,128,DONE,relevant-2,IRRELEVANT,,
All,2581,128,DONE,relevant-3,IRRELEVANT,,
All,1531,128,DONE,relevant-1,Yes,2023-11-25T10:38:10.012Z,2023-11-25T10:44:16.889Z
All,1531,128,DONE,relevant-2,Empirical study,2023-11-25T10:44:17.313Z,2023-11-25T10:44:26.289Z
All,1531,128,DONE,relevant-3,Yes,2023-11-25T10:44:26.530Z,2023-11-25T10:44:35.362Z
All,15584,128,DONE,relevant-1,Yes,2023-11-25T10:44:36.197Z,2023-11-25T10:47:55.675Z
All,15584,128,DONE,relevant-2,Empirical study,2023-11-25T10:47:56.078Z,2023-11-25T10:47:57.107Z
All,15584,128,DONE,relevant-3,Yes,2023-11-25T10:47:57.324Z,2023-11-25T10:47:59.404Z
All,7931,128,DONE,relevant-1,No (or unclear),2023-11-25T10:48:00.071Z,2023-11-25T10:50:01.749Z
All,7931,128,DONE,relevant-2,IRRELEVANT,,
All,7931,128,DONE,relevant-3,IRRELEVANT,,
All,15205,128,DONE,relevant-1,Yes,2023-11-25T10:50:02.611Z,2023-11-25T10:50:57.144Z
All,15205,128,DONE,relevant-2,Empirical study,2023-11-25T10:50:57.570Z,2023-11-25T10:51:01.633Z
All,15205,128,DONE,relevant-3,Yes,2023-11-25T10:51:01.902Z,2023-11-25T10:51:03.004Z
All,4638,128,DONE,relevant-1,No (or unclear),2023-11-25T10:51:03.656Z,2023-11-25T11:11:23.774Z
All,4638,128,DONE,relevant-2,IRRELEVANT,,
All,4638,128,DONE,relevant-3,IRRELEVANT,,
All,6626,128,DONE,relevant-1,Yes,2023-11-25T11:11:25.071Z,2023-11-25T11:13:07.082Z
All,6626,128,DONE,relevant-2,Empirical study,2023-11-25T11:13:07.464Z,2023-11-25T11:13:11.289Z
All,6626,128,DONE,relevant-3,Yes,2023-11-25T11:13:11.510Z,2023-11-25T11:13:51.437Z
All,4349,128,DONE,relevant-1,Yes,2023-11-25T11:13:52.098Z,2023-11-25T11:32:07.653Z
All,4349,128,DONE,relevant-2,Methodological paper,2023-11-25T11:32:14.050Z,2023-11-25T11:32:14.806Z
All,4349,128,DONE,relevant-3,Yes,2023-11-25T11:32:15.068Z,2023-11-25T11:32:21.620Z
All,1222,128,DONE,relevant-1,Yes,2023-11-25T11:32:22.425Z,2023-11-25T11:34:30.598Z
All,1222,128,DONE,relevant-2,Empirical study,2023-11-25T11:34:30.989Z,2023-11-25T11:34:32.929Z
All,1222,128,DONE,relevant-3,Yes,2023-11-25T11:34:33.133Z,2023-11-25T11:34:34.912Z
All,12735,128,DONE,relevant-1,Yes,2023-11-25T11:34:35.556Z,2023-11-25T13:23:34.410Z
All,12735,128,DONE,relevant-2,Methodological paper,2023-11-25T13:24:17.075Z,2023-11-25T13:24:17.781Z
All,12735,128,DONE,relevant-3,Yes,2023-11-25T13:24:17.992Z,2023-11-25T13:24:19.844Z
All,12321,128,DONE,relevant-1,No (or unclear),2023-11-25T13:24:20.506Z,2023-11-25T13:26:29.254Z
All,12321,128,DONE,relevant-2,IRRELEVANT,,
All,12321,128,DONE,relevant-3,IRRELEVANT,,
All,12821,128,DONE,relevant-1,Yes,2023-11-25T13:26:30.116Z,2023-11-25T13:30:43.113Z
All,12821,128,DONE,relevant-2,Methodological paper,2023-11-25T13:30:43.535Z,2023-11-25T13:30:48.094Z
All,12821,128,DONE,relevant-3,Yes,2023-11-25T13:30:48.410Z,2023-11-25T13:30:50.036Z
All,2859,128,DONE,relevant-1,Yes,2023-11-25T13:30:50.714Z,2023-11-25T13:33:13.768Z
All,2859,128,DONE,relevant-2,Methodological paper,2023-11-25T13:33:14.181Z,2023-11-25T13:33:20.088Z
All,2859,128,DONE,relevant-3,Yes,2023-11-25T13:33:20.320Z,2023-11-25T13:33:21.652Z
All,5416,128,DONE,relevant-1,Yes,2023-11-25T13:33:22.509Z,2023-11-25T13:36:04.517Z
All,5416,128,DONE,relevant-2,Methodological paper,2023-11-25T13:36:04.923Z,2023-11-25T13:36:07.341Z
All,5416,128,DONE,relevant-3,Yes,2023-11-25T13:36:07.565Z,2023-11-25T13:36:08.340Z
All,id,133,DONE,welcome,d45c634109bb31e30847da5ba8880a1e48a74e04,2023-11-26T15:43:45.673Z,2023-11-26T15:43:53.345Z
All,1017,133,DONE,relevant-1,Yes,2023-11-26T15:43:55.298Z,2023-11-26T15:45:56.445Z
All,1017,133,DONE,relevant-2,Methodological paper,2023-11-26T15:46:11.367Z,2023-11-26T15:46:12.420Z
All,1017,133,DONE,relevant-3,Yes,2023-11-26T15:46:12.727Z,2023-11-26T15:46:39.782Z
All,8952,133,DONE,relevant-1,Yes,2023-11-26T15:47:15.671Z,2023-11-26T15:48:09.973Z
All,8952,133,DONE,relevant-2,Methodological paper,2023-11-26T15:48:11.304Z,2023-11-26T15:48:12.854Z
All,8952,133,DONE,relevant-3,Yes,2023-11-26T15:48:13.178Z,2023-11-26T15:48:17.923Z
All,4780,133,DONE,relevant-1,No (or unclear),2023-11-26T15:48:20.118Z,2023-11-26T15:51:21.683Z
All,4780,133,DONE,relevant-2,IRRELEVANT,,
All,4780,133,DONE,relevant-3,IRRELEVANT,,
All,12428,133,DONE,relevant-1,Yes,2023-11-26T15:51:22.723Z,2023-11-26T15:52:43.809Z
All,12428,133,DONE,relevant-2,Methodological paper,2023-11-26T15:52:44.247Z,2023-11-26T15:52:50.707Z
All,12428,133,DONE,relevant-3,Yes,2023-11-26T15:52:50.977Z,2023-11-26T15:53:01.608Z
All,11514,133,DONE,relevant-1,Yes,2023-11-26T15:53:02.385Z,2023-11-26T15:54:29.316Z
All,11514,133,DONE,relevant-2,Empirical study,2023-11-26T15:54:29.780Z,2023-11-26T15:54:30.849Z
All,11514,133,DONE,relevant-3,Yes,2023-11-26T15:54:31.090Z,2023-11-26T15:54:35.515Z
All,15727,133,DONE,relevant-1,Yes,2023-11-26T15:54:36.354Z,2023-11-26T15:55:21.798Z
All,15727,133,DONE,relevant-2,Methodological paper,2023-11-26T15:55:22.386Z,2023-11-26T15:55:23.949Z
All,15727,133,DONE,relevant-3,Yes,2023-11-26T15:55:24.229Z,2023-11-26T15:55:25.519Z
All,12641,133,DONE,relevant-1,No (or unclear),2023-11-26T15:55:26.294Z,2023-11-26T15:57:31.365Z
All,12641,133,DONE,relevant-2,IRRELEVANT,,
All,12641,133,DONE,relevant-3,IRRELEVANT,,
All,9698,133,DONE,relevant-1,Yes,2023-11-26T15:57:32.604Z,2023-11-26T15:57:49.713Z
All,9698,133,DONE,relevant-2,Methodological paper,2023-11-26T15:57:50.233Z,2023-11-26T15:57:51.312Z
All,9698,133,DONE,relevant-3,Yes,2023-11-26T15:57:51.558Z,2023-11-26T15:57:53.140Z
All,4054,133,DONE,relevant-1,Yes,2023-11-26T15:57:53.901Z,2023-11-26T15:59:29.525Z
All,4054,133,DONE,relevant-2,Methodological paper,2023-11-26T15:59:30.145Z,2023-11-26T15:59:31.780Z
All,4054,133,DONE,relevant-3,Yes,2023-11-26T15:59:32.056Z,2023-11-26T15:59:33.202Z
All,14110,133,DONE,relevant-1,No (or unclear),2023-11-26T15:59:34.015Z,2023-11-26T16:00:24.302Z
All,14110,133,DONE,relevant-2,IRRELEVANT,,
All,14110,133,DONE,relevant-3,IRRELEVANT,,
All,15098,133,DONE,relevant-1,Yes,2023-11-26T16:00:25.363Z,2023-11-26T16:01:48.125Z
All,15098,133,DONE,relevant-2,Methodological paper,2023-11-26T16:01:48.675Z,2023-11-26T16:01:50.994Z
All,15098,133,DONE,relevant-3,Yes,2023-11-26T16:01:51.222Z,2023-11-26T16:01:52.927Z
All,10162,133,DONE,relevant-1,Yes,2023-11-26T16:01:53.724Z,2023-11-26T16:03:08.065Z
All,10162,133,DONE,relevant-2,Methodological paper,2023-11-26T16:03:08.621Z,2023-11-26T16:03:14.246Z
All,10162,133,DONE,relevant-3,Yes,2023-11-26T16:03:14.496Z,2023-11-26T16:03:17.794Z
All,1301,133,DONE,relevant-1,Yes,2023-11-26T16:03:18.554Z,2023-11-26T16:03:56.781Z
All,1301,133,DONE,relevant-2,Methodological paper,2023-11-26T16:03:57.243Z,2023-11-26T16:03:58.080Z
All,1301,133,DONE,relevant-3,Yes,2023-11-26T16:03:58.316Z,2023-11-26T16:04:00.096Z
All,9778,133,DONE,relevant-1,No (or unclear),2023-11-26T16:04:01.122Z,2023-11-26T16:05:39.470Z
All,9778,133,DONE,relevant-2,IRRELEVANT,,
All,9778,133,DONE,relevant-3,IRRELEVANT,,
All,1800,133,DONE,relevant-1,Yes,2023-11-26T16:05:40.457Z,2023-11-26T16:06:59.206Z
All,1800,133,DONE,relevant-2,Empirical study,2023-11-26T16:07:15.090Z,2023-11-26T16:07:17.559Z
All,1800,133,DONE,relevant-3,Yes,2023-11-26T16:07:17.784Z,2023-11-26T16:07:20.245Z
All,14854,133,DONE,relevant-1,Yes,2023-11-26T16:07:20.757Z,2023-11-26T16:08:47.203Z
All,14854,133,DONE,relevant-2,Methodological paper,2023-11-26T16:08:47.691Z,2023-11-26T16:08:48.687Z
All,14854,133,DONE,relevant-3,Yes,2023-11-26T16:08:48.935Z,2023-11-26T16:08:51.087Z
All,11874,133,DONE,relevant-1,Yes,2023-11-26T16:08:51.911Z,2023-11-26T16:09:18.224Z
All,11874,133,DONE,relevant-2,Methodological paper,2023-11-26T16:09:18.669Z,2023-11-26T16:09:19.639Z
All,11874,133,DONE,relevant-3,Yes,2023-11-26T16:09:19.871Z,2023-11-26T16:09:20.751Z
All,9334,133,DONE,relevant-1,Yes,2023-11-26T16:09:21.518Z,2023-11-26T16:12:13.250Z
All,9334,133,DONE,relevant-2,Methodological paper,2023-11-26T16:12:13.979Z,2023-11-26T16:12:14.813Z
All,9334,133,DONE,relevant-3,Yes,2023-11-26T16:12:15.049Z,2023-11-26T16:12:16.134Z
All,1129,133,DONE,relevant-1,Yes,2023-11-26T16:12:16.896Z,2023-11-26T16:14:34.426Z
All,1129,133,DONE,relevant-2,Methodological paper,2023-11-26T16:14:34.933Z,2023-11-26T16:14:36.575Z
All,1129,133,DONE,relevant-3,Yes,2023-11-26T16:14:36.853Z,2023-11-26T16:14:37.873Z
All,10351,133,DONE,relevant-1,No (or unclear),2023-11-26T16:14:38.776Z,2023-11-26T16:15:48.617Z
All,10351,133,DONE,relevant-2,IRRELEVANT,,
All,10351,133,DONE,relevant-3,IRRELEVANT,,
All,878,133,DONE,relevant-1,Yes,2023-11-26T16:15:49.706Z,2023-11-26T16:17:02.549Z
All,878,133,DONE,relevant-2,Methodological paper,2023-11-26T16:17:03.031Z,2023-11-26T16:17:04.898Z
All,878,133,DONE,relevant-3,Yes,2023-11-26T16:17:05.152Z,2023-11-26T16:17:10.339Z
All,10001,133,DONE,relevant-1,Yes,2023-11-26T16:17:11.151Z,2023-11-26T16:17:51.289Z
All,10001,133,DONE,relevant-2,Methodological paper,2023-11-26T16:17:51.730Z,2023-11-26T16:17:53.155Z
All,10001,133,DONE,relevant-3,Yes,2023-11-26T16:17:53.413Z,2023-11-26T16:17:56.137Z
All,8694,133,DONE,relevant-1,Yes,2023-11-26T16:17:56.912Z,2023-11-26T16:18:40.309Z
All,8694,133,DONE,relevant-2,Methodological paper,2023-11-26T16:18:40.751Z,2023-11-26T16:18:41.976Z
All,8694,133,DONE,relevant-3,Yes,2023-11-26T16:18:42.212Z,2023-11-26T16:18:43.341Z
All,6029,133,DONE,relevant-1,Yes,2023-11-26T16:18:44.130Z,2023-11-26T16:19:33.812Z
All,6029,133,DONE,relevant-2,Methodological paper,2023-11-26T16:19:34.337Z,2023-11-26T16:19:35.310Z
All,6029,133,DONE,relevant-3,Yes,2023-11-26T16:19:35.562Z,2023-11-26T16:19:37.044Z
All,6633,133,DONE,relevant-1,Yes,2023-11-26T16:19:37.867Z,2023-11-26T16:21:03.676Z
All,6633,133,DONE,relevant-2,Methodological paper,2023-11-26T16:21:04.120Z,2023-11-26T16:21:08.184Z
All,6633,133,DONE,relevant-3,Yes,2023-11-26T16:21:08.433Z,2023-11-26T16:21:09.562Z
All,15018,133,DONE,relevant-1,Yes,2023-11-26T16:21:10.326Z,2023-11-26T16:24:38.010Z
All,15018,133,DONE,relevant-2,Overview,2023-11-26T16:24:38.762Z,2023-11-26T16:24:40.202Z
All,15018,133,DONE,relevant-3,IRRELEVANT,,
All,5076,133,DONE,relevant-1,Yes,2023-11-26T16:24:41.002Z,2023-11-26T16:26:07.893Z
All,5076,133,DONE,relevant-2,Empirical study,2023-11-26T16:26:12.539Z,2023-11-26T16:26:13.921Z
All,5076,133,DONE,relevant-3,Yes,2023-11-26T16:26:14.204Z,2023-11-26T16:26:18.836Z
All,13358,133,DONE,relevant-1,Yes,2023-11-26T16:27:20.454Z,2023-11-26T16:28:06.188Z
All,13358,133,DONE,relevant-2,Methodological paper,2023-11-26T16:28:06.796Z,2023-11-26T16:28:07.914Z
All,13358,133,DONE,relevant-3,Yes,2023-11-26T16:28:08.176Z,2023-11-26T16:28:09.312Z
All,2901,133,DONE,relevant-1,No (or unclear),2023-11-26T16:34:15.177Z,2023-11-26T16:34:47.594Z
All,2901,133,DONE,relevant-2,IRRELEVANT,,
All,2901,133,DONE,relevant-3,IRRELEVANT,,
All,7674,133,DONE,relevant-1,Yes,2023-11-26T16:35:00.345Z,2023-11-26T16:35:27.880Z
All,7674,133,DONE,relevant-2,Empirical study,2023-11-26T16:35:28.316Z,2023-11-26T16:35:29.802Z
All,7674,133,DONE,relevant-3,Yes,2023-11-26T16:35:30.061Z,2023-11-26T16:35:31.904Z
All,12679,133,DONE,relevant-1,Yes,2023-11-26T16:35:32.813Z,2023-11-26T16:36:39.739Z
All,12679,133,DONE,relevant-2,Methodological paper,2023-11-26T16:36:40.343Z,2023-11-26T16:36:42.005Z
All,12679,133,DONE,relevant-3,Yes,2023-11-26T16:36:42.258Z,2023-11-26T16:36:43.322Z
All,4655,133,DONE,relevant-1,Yes,2023-11-26T16:36:44.064Z,2023-11-26T16:37:27.662Z
All,4655,133,DONE,relevant-2,Empirical study,2023-11-26T16:37:28.125Z,2023-11-26T16:37:29.921Z
All,4655,133,DONE,relevant-3,Yes,2023-11-26T16:37:30.180Z,2023-11-26T16:37:31.542Z
All,11372,133,DONE,relevant-1,Yes,2023-11-26T16:37:32.346Z,2023-11-26T16:39:20.782Z
All,11372,133,DONE,relevant-2,Overview,2023-11-26T16:39:21.681Z,2023-11-26T16:39:22.964Z
All,11372,133,DONE,relevant-3,IRRELEVANT,,
All,2160,133,DONE,relevant-1,Yes,2023-11-26T16:39:23.835Z,2023-11-26T16:39:55.370Z
All,2160,133,DONE,relevant-2,Methodological paper,2023-11-26T16:39:55.902Z,2023-11-26T16:39:57.501Z
All,2160,133,DONE,relevant-3,Yes,2023-11-26T16:39:57.742Z,2023-11-26T16:39:58.852Z
All,3479,133,DONE,relevant-1,Yes,2023-11-26T16:39:59.622Z,2023-11-26T16:41:18.681Z
All,3479,133,DONE,relevant-2,Empirical study,2023-11-26T16:41:19.427Z,2023-11-26T16:41:20.747Z
All,3479,133,DONE,relevant-3,Yes,2023-11-26T16:41:21.062Z,2023-11-26T16:42:07.932Z
All,1949,133,DONE,relevant-1,No (or unclear),2023-11-26T16:42:09.085Z,2023-11-26T16:43:19.126Z
All,1949,133,DONE,relevant-2,IRRELEVANT,,
All,1949,133,DONE,relevant-3,IRRELEVANT,,
All,2581,133,DONE,relevant-1,Yes,2023-11-26T16:43:20.122Z,2023-11-26T16:45:01.079Z
All,2581,133,DONE,relevant-2,Methodological paper,2023-11-26T16:45:01.540Z,2023-11-26T16:45:02.327Z
All,2581,133,DONE,relevant-3,Yes,2023-11-26T16:45:02.566Z,2023-11-26T16:45:03.780Z
All,1531,133,DONE,relevant-1,Yes,2023-11-26T16:45:04.621Z,2023-11-26T16:45:42.782Z
All,1531,133,DONE,relevant-2,Methodological paper,2023-11-26T16:45:43.221Z,2023-11-26T16:45:44.546Z
All,1531,133,DONE,relevant-3,Yes,2023-11-26T16:45:44.785Z,2023-11-26T16:45:46.847Z
All,15584,133,DONE,relevant-1,Yes,2023-11-26T16:45:47.643Z,2023-11-26T16:47:03.422Z
All,15584,133,DONE,relevant-2,Methodological paper,2023-11-26T16:47:03.956Z,2023-11-26T16:47:05.504Z
